form	wsafter	testid	anas	lemma	xpostag
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]
mielőtt	" "	.	[{"lemma": "mielőtt", "tag": "[/Adv|Pro|Rel]", "morphana": "mielőtt[/Adv|Pro|Rel]=mielőtt", "readable": "mielőtt[/Adv|Pro|Rel]", "twolevel": "m:m i:i e:e l:l ő:ő t:t t:t :[/Adv|Pro|Rel]"}]	mielőtt	[/Adv|Pro|Rel]
nagyon	" "	.	[{"lemma": "nagy", "tag": "[/Adj][Supe]", "morphana": "nagy[/Adj]=nagy+on[Supe]=on", "readable": "nagy[/Adj] + on[Supe]", "twolevel": "n:n a:a g:g y:y :[/Adj] o:o n:n :[Supe]"}, {"lemma": "nagyon", "tag": "[/Adv]", "morphana": "nagyon[/Adv]=nagyon", "readable": "nagyon[/Adv]", "twolevel": "n:n a:a g:g y:y o:o n:n :[/Adv]"}]	nagyon	[/Adv]
belemennének	" "	.	[{"lemma": "belemegy", "tag": "[/V][Cond.NDef.3Pl]", "morphana": "bele[/Prev]=bele+megy[/V]=men+nének[Cond.NDef.3Pl]=nének", "readable": "bele[/Prev] + megy[/V]=men + nének[Cond.NDef.3Pl]", "twolevel": "b:b e:e l:l e:e :[/Prev] m:m e:e n:g :y :[/V] n:n é:é n:n e:e k:k :[Cond.NDef.3Pl]"}]	belemegy	[/V][Cond.NDef.3Pl]
abba	""	.	[{"lemma": "abba", "tag": "[/Prev]", "morphana": "abba[/Prev]=abba", "readable": "abba[/Prev]", "twolevel": "a:a b:b b:b a:a :[/Prev]"}, {"lemma": "az", "tag": "[/Det|Pro][Ill]", "morphana": "az[/Det|Pro]=ab+ba[Ill]=ba", "readable": "az[/Det|Pro]=ab + ba[Ill]", "twolevel": "a:a b:z :[/Det|Pro] b:b a:a :[Ill]"}, {"lemma": "az", "tag": "[/N|Pro][Ill]", "morphana": "az[/N|Pro]=ab+ba[Ill]=ba", "readable": "az[/N|Pro]=ab + ba[Ill]", "twolevel": "a:a b:z :[/N|Pro] b:b a:a :[Ill]"}]	az	[/Det|Pro][Ill]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]
ki	" "	.	[{"lemma": "aki", "tag": "[/N|Pro|Rel][Nom]", "morphana": "aki[/N|Pro|Rel]=ki+[Nom]=", "readable": "aki[/N|Pro|Rel]=ki + [Nom]", "twolevel": "k:a i:k :i :[/N|Pro|Rel] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro][Nom]", "morphana": "ki[/N|Pro]=ki+[Nom]=", "readable": "ki[/N|Pro] + [Nom]", "twolevel": "k:k i:i :[/N|Pro] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro|Int][Nom]", "morphana": "ki[/N|Pro|Int]=ki+[Nom]=", "readable": "ki[/N|Pro|Int] + [Nom]", "twolevel": "k:k i:i :[/N|Pro|Int] :[Nom]"}, {"lemma": "ki", "tag": "[/Prev]", "morphana": "ki[/Prev]=ki", "readable": "ki[/Prev]", "twolevel": "k:k i:i :[/Prev]"}]	ki	[/N|Pro|Int][Nom]
mit	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Acc]", "morphana": "ami[/N|Pro|Rel]=mi+t[Acc]=t", "readable": "ami[/N|Pro|Rel]=mi + t[Acc]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] t:t :[Acc]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Acc]", "morphana": "mi[/Adj|Pro|Int]=mi+t[Acc]=t", "readable": "mi[/Adj|Pro|Int] + t[Acc]", "twolevel": "m:m i:i :[/Adj|Pro|Int] t:t :[Acc]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Acc]", "morphana": "mi[/N|Pro|Int]=mi+t[Acc]=t", "readable": "mi[/N|Pro|Int] + t[Acc]", "twolevel": "m:m i:i :[/N|Pro|Int] t:t :[Acc]"}, {"lemma": "mit", "tag": "[/Adv|Pro|Int]", "morphana": "mit[/Adv|Pro|Int]=mit", "readable": "mit[/Adv|Pro|Int]", "twolevel": "m:m i:i t:t :[/Adv|Pro|Int]"}]	mi	[/N|Pro|Int][Acc]
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]
miért	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Cau]", "morphana": "ami[/N|Pro|Rel]=mi+ért[Cau]=ért", "readable": "ami[/N|Pro|Rel]=mi + ért[Cau]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] é:é r:r t:t :[Cau]"}, {"lemma": "amiért", "tag": "[/Adv|Pro|Rel]", "morphana": "amiért[/Adv|Pro|Rel]=miért", "readable": "amiért[/Adv|Pro|Rel]=miért", "twolevel": "m:a i:m é:i r:é t:r :t :[/Adv|Pro|Rel]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Cau]", "morphana": "mi[/Adj|Pro|Int]=mi+ért[Cau]=ért", "readable": "mi[/Adj|Pro|Int] + ért[Cau]", "twolevel": "m:m i:i :[/Adj|Pro|Int] é:é r:r t:t :[Cau]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Cau]", "morphana": "mi[/N|Pro|Int]=mi+ért[Cau]=ért", "readable": "mi[/N|Pro|Int] + ért[Cau]", "twolevel": "m:m i:i :[/N|Pro|Int] é:é r:r t:t :[Cau]"}, {"lemma": "miért", "tag": "[/Adv|Pro|Int]", "morphana": "miért[/Adv|Pro|Int]=miért", "readable": "miért[/Adv|Pro|Int]", "twolevel": "m:m i:i é:é r:r t:t :[/Adv|Pro|Int]"}, {"lemma": "miért", "tag": "[/N][Nom]", "morphana": "miért[/N]=miért+[Nom]=", "readable": "miért[/N] + [Nom]", "twolevel": "m:m i:i é:é r:r t:t :[/N] :[Nom]"}]	miért	[/Adv|Pro|Int]
mondott	" "	.	[{"lemma": "mond", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "mond[/V]=mond+ott[Pst.NDef.3Sg]=ott", "readable": "mond[/V] + ott[Pst.NDef.3Sg]", "twolevel": "m:m o:o n:n d:d :[/V] o:o t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "mondott", "tag": "[/Adj][Nom]", "morphana": "mond[/V]=mond+ott[_PerfPtcp/Adj]=ott+[Nom]=", "readable": "mond[/V] + ott[_PerfPtcp/Adj] + [Nom]", "twolevel": "m:m o:o n:n d:d :[/V] o:o t:t t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "mondott", "tag": "[/Adj|Attr][Nom]", "morphana": "mondott[/Adj|Attr]=mondott+[Nom]=", "readable": "mondott[/Adj|Attr] + [Nom]", "twolevel": "m:m o:o n:n d:d o:o t:t t:t :[/Adj|Attr] :[Nom]"}, {"lemma": "mondott", "tag": "[/N][Nom]", "morphana": "mondott[/N]=mondott+[Nom]=", "readable": "mondott[/N] + [Nom]", "twolevel": "m:m o:o n:n d:d o:o t:t t:t :[/N] :[Nom]"}]	mond	[/V][Pst.NDef.3Sg]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
választási	" "	.	[{"lemma": "választási", "tag": "[/Adj][Nom]", "morphana": "választ[/V]=választ+ás[_Ger/N]=ás+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "választ[/V] + ás[_Ger/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "v:v á:á l:l a:a s:s z:z t:t :[/V] á:á s:s :[_Ger/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "választási", "tag": "[/Adj][Nom]", "morphana": "választás[/N]=választás+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "választás[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "v:v á:á l:l a:a s:s z:z t:t á:á s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "választási", "tag": "[/Adj][Nom]", "morphana": "választási[/Adj]=választási+[Nom]=", "readable": "választási[/Adj] + [Nom]", "twolevel": "v:v á:á l:l a:a s:s z:z t:t á:á s:s i:i :[/Adj] :[Nom]"}]	választási	[/Adj][Nom]
kampányban	""	.	[{"lemma": "kampány", "tag": "[/N][Ine]", "morphana": "kampány[/N]=kampány+ban[Ine]=ban", "readable": "kampány[/N] + ban[Ine]", "twolevel": "k:k a:a m:m p:p á:á n:n y:y :[/N] b:b a:a n:n :[Ine]"}]	kampány	[/N][Ine]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
néha	" "	.	[{"lemma": "néha", "tag": "[/Adv]", "morphana": "néha[/Adv]=néha", "readable": "néha[/Adv]", "twolevel": "n:n é:é h:h a:a :[/Adv]"}]	néha	[/Adv]
vegyék	" "	v1	[{"lemma": "vesz", "tag": "[/V][Sbjv.Def.3Pl]", "morphana": "vesz[/V]=ve+gyék[Sbjv.Def.3Pl]=gyék", "readable": "vesz[/V]=ve + gyék[Sbjv.Def.3Pl]", "twolevel": "v:v e:e :s :z :[/V] g:g y:y é:é k:k :[Sbjv.Def.3Pl]"}]	vesz	[/V][Sbjv.Def.3Pl]
már	" "	.	[{"lemma": "már", "tag": "[/Adv]", "morphana": "már[/Adv]=már", "readable": "már[/Adv]", "twolevel": "m:m á:á r:r :[/Adv]"}]	már	[/Adv]
elő	" "	p1	[{"lemma": "elő", "tag": "[/Prev]", "morphana": "elő[/Prev]=elő", "readable": "elő[/Prev]", "twolevel": "e:e l:l ő:ő :[/Prev]"}]	elő	[/Prev]
ezt	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Acc]", "morphana": "ez[/Det|Pro]=ez+t[Acc]=t", "readable": "ez[/Det|Pro] + t[Acc]", "twolevel": "e:e z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "ez", "tag": "[/N|Pro][Acc]", "morphana": "ez[/N|Pro]=ez+t[Acc]=t", "readable": "ez[/N|Pro] + t[Acc]", "twolevel": "e:e z:z :[/N|Pro] t:t :[Acc]"}]	ez	[/Det|Pro][Acc]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
kis	" "	.	[{"lemma": "kis", "tag": "[/Adj|Attr][Nom]", "morphana": "kis[/Adj|Attr]=kis+[Nom]=", "readable": "kis[/Adj|Attr] + [Nom]", "twolevel": "k:k i:i s:s :[/Adj|Attr] :[Nom]"}]	kis	[/Adj|Attr][Nom]
füzetecskét	""	.	[{"lemma": "füzetecske", "tag": "[/N][Acc]", "morphana": "füzet[/N]=füzet+ecske[_Dim:cskA/N]=ecské+t[Acc]=t", "readable": "füzet[/N] + ecske[_Dim:cskA/N]=ecské + t[Acc]", "twolevel": "f:f ü:ü z:z e:e t:t :[/N] e:e c:c s:s k:k é:e :[_Dim:cskA/N] t:t :[Acc]"}]	füzetecske	[/N][Acc]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
lapozzák	" "	.	[{"lemma": "lapoz", "tag": "[/V][Prs.Def.3Pl]", "morphana": "lap[/N]=lap+oz[_NVbz_Tr:z/V]=oz+zák[Prs.Def.3Pl]=zák", "readable": "lap[/N] + oz[_NVbz_Tr:z/V] + zák[Prs.Def.3Pl]", "twolevel": "l:l a:a p:p :[/N] o:o z:z :[_NVbz_Tr:z/V] z:z á:á k:k :[Prs.Def.3Pl]"}, {"lemma": "lapoz", "tag": "[/V][Sbjv.Def.3Pl]", "morphana": "lap[/N]=lap+oz[_NVbz_Tr:z/V]=oz+zák[Sbjv.Def.3Pl]=zák", "readable": "lap[/N] + oz[_NVbz_Tr:z/V] + zák[Sbjv.Def.3Pl]", "twolevel": "l:l a:a p:p :[/N] o:o z:z :[_NVbz_Tr:z/V] z:z á:á k:k :[Sbjv.Def.3Pl]"}, {"lemma": "lapozik", "tag": "[/V][Prs.Def.3Pl]", "morphana": "lap[/N]=lap+ozik[_NVbz_Ntr:zik/V]=oz+zák[Prs.Def.3Pl]=zák", "readable": "lap[/N] + ozik[_NVbz_Ntr:zik/V]=oz + zák[Prs.Def.3Pl]", "twolevel": "l:l a:a p:p :[/N] o:o z:z :i :k :[_NVbz_Ntr:zik/V] z:z á:á k:k :[Prs.Def.3Pl]"}, {"lemma": "lapozik", "tag": "[/V][Sbjv.Def.3Pl]", "morphana": "lap[/N]=lap+ozik[_NVbz_Ntr:zik/V]=oz+zák[Sbjv.Def.3Pl]=zák", "readable": "lap[/N] + ozik[_NVbz_Ntr:zik/V]=oz + zák[Sbjv.Def.3Pl]", "twolevel": "l:l a:a p:p :[/N] o:o z:z :i :k :[_NVbz_Ntr:zik/V] z:z á:á k:k :[Sbjv.Def.3Pl]"}, {"lemma": "lapoz", "tag": "[/V][Prs.Def.3Pl]", "morphana": "lapoz[/V]=lapoz+zák[Prs.Def.3Pl]=zák", "readable": "lapoz[/V] + zák[Prs.Def.3Pl]", "twolevel": "l:l a:a p:p o:o z:z :[/V] z:z á:á k:k :[Prs.Def.3Pl]"}, {"lemma": "lapoz", "tag": "[/V][Sbjv.Def.3Pl]", "morphana": "lapoz[/V]=lapoz+zák[Sbjv.Def.3Pl]=zák", "readable": "lapoz[/V] + zák[Sbjv.Def.3Pl]", "twolevel": "l:l a:a p:p o:o z:z :[/V] z:z á:á k:k :[Sbjv.Def.3Pl]"}]	lapoz	[/V][Sbjv.Def.3Pl]
föl	""	.	[{"lemma": "föl", "tag": "[/Adv]", "morphana": "föl[/Adv]=föl", "readable": "föl[/Adv]", "twolevel": "f:f ö:ö l:l :[/Adv]"}, {"lemma": "föl", "tag": "[/N][Nom]", "morphana": "föl[/N]=föl+[Nom]=", "readable": "föl[/N] + [Nom]", "twolevel": "f:f ö:ö l:l :[/N] :[Nom]"}, {"lemma": "föl", "tag": "[/Prev]", "morphana": "föl[/Prev]=föl", "readable": "föl[/Prev]", "twolevel": "f:f ö:ö l:l :[/Prev]"}]	föl	[/Prev]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hátha	" "	.	[{"lemma": "hátha", "tag": "[/Adv]", "morphana": "hátha[/Adv]=hátha", "readable": "hátha[/Adv]", "twolevel": "h:h á:á t:t h:h a:a :[/Adv]"}]	hátha	[/Adv]
visszatalálnak	" "	.	[{"lemma": "visszatalál", "tag": "[/V][Prs.NDef.3Pl]", "morphana": "vissza[/Prev]=vissza+talál[/V]=talál+nak[Prs.NDef.3Pl]=nak", "readable": "vissza[/Prev] + talál[/V] + nak[Prs.NDef.3Pl]", "twolevel": "v:v i:i s:s s:s z:z a:a :[/Prev] t:t a:a l:l á:á l:l :[/V] n:n a:a k:k :[ :P :r :s :. :N :D :e :f :. :3 :P :l :]"}]	visszatalál	[/V][Prs.NDef.3Pl]
ahhoz	" "	.	[{"lemma": "az", "tag": "[/Det|Pro][All]", "morphana": "az[/Det|Pro]=ah+hoz[All]=hoz", "readable": "az[/Det|Pro]=ah + hoz[All]", "twolevel": "a:a h:z :[/Det|Pro] h:h o:o z:z :[All]"}, {"lemma": "az", "tag": "[/N|Pro][All]", "morphana": "az[/N|Pro]=ah+hoz[All]=hoz", "readable": "az[/N|Pro]=ah + hoz[All]", "twolevel": "a:a h:z :[/N|Pro] h:h o:o z:z :[All]"}]	az	[/Det|Pro][All]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
iránytűhöz	""	.	[{"lemma": "iránytű", "tag": "[/N][All]", "morphana": "irány[/N]=irány+tű[/N]=tű+höz[All]=höz", "readable": "irány[/N] + tű[/N] + höz[All]", "twolevel": "i:i r:r á:á n:n y:y :[/N] t:t ű:ű :[/N] h:h ö:ö z:z :[All]"}, {"lemma": "iránytű", "tag": "[/N][All]", "morphana": "iránytű[/N]=iránytű+höz[All]=höz", "readable": "iránytű[/N] + höz[All]", "twolevel": "i:i r:r á:á n:n y:y t:t ű:ű :[/N] h:h ö:ö z:z :[All]"}]	iránytű	[/N][All]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]
mit	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Acc]", "morphana": "ami[/N|Pro|Rel]=mi+t[Acc]=t", "readable": "ami[/N|Pro|Rel]=mi + t[Acc]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] t:t :[Acc]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Acc]", "morphana": "mi[/Adj|Pro|Int]=mi+t[Acc]=t", "readable": "mi[/Adj|Pro|Int] + t[Acc]", "twolevel": "m:m i:i :[/Adj|Pro|Int] t:t :[Acc]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Acc]", "morphana": "mi[/N|Pro|Int]=mi+t[Acc]=t", "readable": "mi[/N|Pro|Int] + t[Acc]", "twolevel": "m:m i:i :[/N|Pro|Int] t:t :[Acc]"}, {"lemma": "mit", "tag": "[/Adv|Pro|Int]", "morphana": "mit[/Adv|Pro|Int]=mit", "readable": "mit[/Adv|Pro|Int]", "twolevel": "m:m i:i t:t :[/Adv|Pro|Int]"}]	mi	[/N|Pro|Int][Acc]
kellene	" "	.	[{"lemma": "kell", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "kell[/V]=kell+ene[Cond.NDef.3Sg]=ene", "readable": "kell[/V] + ene[Cond.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] e:e n:n e:e :[Cond.NDef.3Sg]"}]	kell	[/V][Cond.NDef.3Sg]
tenniük	""	.	[{"lemma": "tesz", "tag": "[/V][Inf.3Pl]", "morphana": "tesz[/V]=ten+niük[Inf.3Pl]=niük", "readable": "tesz[/V]=ten + niük[Inf.3Pl]", "twolevel": "t:t e:e n:s :z :[/V] n:n i:i ü:ü k:k :[Inf.3Pl]"}]	tesz	[/V][Inf.3Pl]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]
hogyan	" "	.	[{"lemma": "ahogyan", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogyan[/Adv|Pro|Rel]=hogyan", "readable": "ahogyan[/Adv|Pro|Rel]=hogyan", "twolevel": "h:a o:h g:o y:g a:y n:a :n :[/Adv|Pro|Rel]"}, {"lemma": "hogyan", "tag": "[/Adv|Pro|Int]", "morphana": "hogyan[/Adv|Pro|Int]=hogyan", "readable": "hogyan[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y a:a n:n :[/Adv|Pro|Int]"}]	hogyan	[/Adv|Pro|Int]
kellene	" "	.	[{"lemma": "kell", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "kell[/V]=kell+ene[Cond.NDef.3Sg]=ene", "readable": "kell[/V] + ene[Cond.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] e:e n:n e:e :[Cond.NDef.3Sg]"}]	kell	[/V][Cond.NDef.3Sg]
kormányozniuk	""	.	[{"lemma": "kormányoz", "tag": "[/V][Inf.3Pl]", "morphana": "Kormány[/N]=kormány+oz[_NVbz_Tr:z/V]=oz+niuk[Inf.3Pl]=niuk", "readable": "Kormány[/N]=kormány + oz[_NVbz_Tr:z/V] + niuk[Inf.3Pl]", "twolevel": "k:K o:o r:r m:m á:á n:n y:y :[/N] o:o z:z :[_NVbz_Tr:z/V] n:n i:i u:u k:k :[Inf.3Pl]"}, {"lemma": "kormányozik", "tag": "[/V][Inf.3Pl]", "morphana": "Kormány[/N]=kormány+ozik[_NVbz_Ntr:zik/V]=oz+niuk[Inf.3Pl]=niuk", "readable": "Kormány[/N]=kormány + ozik[_NVbz_Ntr:zik/V]=oz + niuk[Inf.3Pl]", "twolevel": "k:K o:o r:r m:m á:á n:n y:y :[/N] o:o z:z :i :k :[_NVbz_Ntr:zik/V] n:n i:i u:u k:k :[Inf.3Pl]"}, {"lemma": "kormányoz", "tag": "[/V][Inf.3Pl]", "morphana": "kormány[/N]=kormány+oz[_NVbz_Tr:z/V]=oz+niuk[Inf.3Pl]=niuk", "readable": "kormány[/N] + oz[_NVbz_Tr:z/V] + niuk[Inf.3Pl]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y :[/N] o:o z:z :[_NVbz_Tr:z/V] n:n i:i u:u k:k :[Inf.3Pl]"}, {"lemma": "kormányozik", "tag": "[/V][Inf.3Pl]", "morphana": "kormány[/N]=kormány+ozik[_NVbz_Ntr:zik/V]=oz+niuk[Inf.3Pl]=niuk", "readable": "kormány[/N] + ozik[_NVbz_Ntr:zik/V]=oz + niuk[Inf.3Pl]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y :[/N] o:o z:z :i :k :[_NVbz_Ntr:zik/V] n:n i:i u:u k:k :[Inf.3Pl]"}, {"lemma": "kormányoz", "tag": "[/V][Inf.3Pl]", "morphana": "kormányoz[/V]=kormányoz+niuk[Inf.3Pl]=niuk", "readable": "kormányoz[/V] + niuk[Inf.3Pl]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y o:o z:z :[/V] n:n i:i u:u k:k :[Inf.3Pl]"}]	kormányoz	[/V][Inf.3Pl]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]
mit	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Acc]", "morphana": "ami[/N|Pro|Rel]=mi+t[Acc]=t", "readable": "ami[/N|Pro|Rel]=mi + t[Acc]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] t:t :[Acc]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Acc]", "morphana": "mi[/Adj|Pro|Int]=mi+t[Acc]=t", "readable": "mi[/Adj|Pro|Int] + t[Acc]", "twolevel": "m:m i:i :[/Adj|Pro|Int] t:t :[Acc]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Acc]", "morphana": "mi[/N|Pro|Int]=mi+t[Acc]=t", "readable": "mi[/N|Pro|Int] + t[Acc]", "twolevel": "m:m i:i :[/N|Pro|Int] t:t :[Acc]"}, {"lemma": "mit", "tag": "[/Adv|Pro|Int]", "morphana": "mit[/Adv|Pro|Int]=mit", "readable": "mit[/Adv|Pro|Int]", "twolevel": "m:m i:i t:t :[/Adv|Pro|Int]"}]	mi	[/N|Pro|Int][Acc]
